0.421333127	0.686601355	0.484856682	1.592791163	0.31655979	-0.571220124		3.440242661
0.501056605	0.178392593	0.277771529	0.957220727	0.655989847	0.407063325		0.851388281
0.320672249	0.983278479	0.487517741	1.791468468	-0.077584941	-1.073210592		4.733732469
0.508963824	0.414844465	0.022393357	0.946201645	0.120991387	0.569493147		1.201918757
0.660837168	0.48288463	0.725627218	1.869349016	1.0487052	-0.249651121		2.939643953
0.4935926	0.923371659	0.676586518	2.093550777	0.382124763	-0.951066235		4.756043026
0.995122336	0.944660738	0.327722	2.267505074	0.443727999	0.554000934		3.537281216
0.20405417	0.613541001	0.910776976	1.728372147	0.683445541	-1.571598123		4.344896876
0.018120505	0.002885974	0.798629031	0.81963551	0.973589368	-1.164588512		1.830270162
0.561294465	0.972618631	0.672170092	2.206083189	0.395279944	-0.858284839		4.875171272
0.82955604	0.283123951	0.163347372	1.276027363	0.742448936	1.130967071		0.678638718
0.335252971	0.763867494	0.884658888	1.983779353	0.632976142	-1.420349885		4.75493245
0.996058586	0.81493204	0.629538735	2.440529361	0.936573028	0.23287703		3.711608665
0.257199127	0.511708493	0.21228526	0.98119288	0.000232946	-0.31573813		2.277890944
0.356638253	0.975221441	0.17110366	1.502963354	-0.413258795	-0.518600426		3.93778593
0.995899678	0.026217503	0.00707323	1.029190411	0.97817005	1.954972008		-0.874761236
0.176361633	0.749756299	0.02280739	0.948925322	-0.546025798	-0.431244118		2.875120559
0.475035721	0.434309843	0.482836691	1.392182255	0.620129907	-0.208493438		2.37272804
0.567202265	0.49967224	0.478723723	1.545598228	0.641998492	-0.083353296		2.532551259
0.930895094	0.730856836	0.531488216	2.193240146	0.837824117	0.333701029		3.214955146
0.890483338	0.517613319	0.03183257	1.439929227	0.411069103	1.215604503		1.253184847
0.265430044	0.927323382	0.648813923	1.841567348	0.116683369	-1.369684178		4.936135504
0.948353318	0.196829621	0.217920259	1.363103198	1.013028007	1.372996626		0.340181762
0.168295793	0.432963697	0.554122747	1.155382237	0.400279393	-0.92755623		2.838041311
